ต้นทาง,ปลายทาง,วันที่,ช่วงเวลา,เทศกาล,ระยะเวลาเดินทาง (นาที)
สนามบินสุวรรณภูมิ,สยามพารากอน,2000-09-13,11:00-13:00,วันหยุดนักขัตฤกษ์,31.0
สนามบินดอนเมือง,อนุสาวรีย์ชัยสมรภูมิ,2006-06-11,17:00-20:00,เปิดเทอม,60.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งเอกมัย,2011-08-27,17:00-20:00,สงกรานต์,41.0
สถานีหัวลำโพง,อนุสาวรีย์ชัยสมรภูมิ,2010-01-03,06:00-09:00,วันธรรมดา,33.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2008-05-19,06:00-09:00,สงกรานต์,84.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2019-11-22,06:00-09:00,เปิดเทอม,67.0
สยามพารากอน,สถานีขนส่งหมอชิต,2011-05-26,11:00-13:00,ลอยกระทง,18.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2015-08-30,11:00-13:00,เปิดเทอม,44.0
สยามพารากอน,ตลาดนัดจตุจักร,2000-02-07,17:00-20:00,ลอยกระทง,48.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2021-08-04,06:00-09:00,ลอยกระทง,51.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2010-03-06,17:00-20:00,สงกรานต์,117.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2024-08-17,17:00-20:00,วันหยุดนักขัตฤกษ์,43.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2011-07-01,17:00-20:00,เปิดเทอม,50.0
ตลาดนัดจตุจักร,สนามบินสุวรรณภูมิ,2016-10-07,11:00-13:00,เปิดเทอม,37.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2020-08-23,11:00-13:00,ปิดเทอม,25.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2002-08-12,17:00-20:00,ปีใหม่,90.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2021-09-03,11:00-13:00,ปีใหม่,113.0
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2007-05-02,06:00-09:00,ปิดเทอม,51.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2011-05-23,11:00-13:00,ลอยกระทง,47.0
สนามบินสุวรรณภูมิ,สยามพารากอน,2017-03-07,11:00-13:00,วันธรรมดา,33.0
สถานีหัวลำโพง,อนุสาวรีย์ชัยสมรภูมิ,2023-09-03,11:00-13:00,วันหยุดนักขัตฤกษ์,32.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2002-08-31,06:00-09:00,วันหยุดนักขัตฤกษ์,29.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2015-06-16,11:00-13:00,วันธรรมดา,7.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2024-12-22,06:00-09:00,ปิดเทอม,26.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2017-08-16,17:00-20:00,ปีใหม่,91.0
สถานีหัวลำโพง,สยามพารากอน,2020-07-02,06:00-09:00,วันหยุดนักขัตฤกษ์,29.0
สยามพารากอน,สถานีหัวลำโพง,2009-03-21,11:00-13:00,สงกรานต์,108.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2006-06-27,06:00-09:00,ลอยกระทง,13.0
สถานีหัวลำโพง,อนุสาวรีย์ชัยสมรภูมิ,2006-07-04,11:00-13:00,ปีใหม่,86.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2005-11-16,11:00-13:00,ปีใหม่,72.0
สถานีขนส่งเอกมัย,สยามพารากอน,2005-11-03,11:00-13:00,ปิดเทอม,40.0
สนามบินสุวรรณภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2010-06-22,11:00-13:00,สงกรานต์,115.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2013-03-12,06:00-09:00,ปีใหม่,99.0
สยามพารากอน,สถานีขนส่งเอกมัย,1999-06-09,06:00-09:00,สงกรานต์,72.0
สนามบินสุวรรณภูมิ,สนามบินดอนเมือง,2013-03-11,06:00-09:00,ปิดเทอม,58.0
สถานีหัวลำโพง,ตลาดนัดจตุจักร,2015-01-30,11:00-13:00,ปีใหม่,114.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2013-01-20,11:00-13:00,ลอยกระทง,27.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2021-06-01,06:00-09:00,เปิดเทอม,82.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2020-02-22,06:00-09:00,ปิดเทอม,31.0
อนุสาวรีย์ชัยสมรภูมิ,เซ็นทรัลเวิลด์,2003-04-20,17:00-20:00,วันหยุดนักขัตฤกษ์,59.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2002-05-25,17:00-20:00,ปีใหม่,88.0
สถานีขนส่งเอกมัย,สถานีขนส่งหมอชิต,2000-08-18,06:00-09:00,สงกรานต์,138.0
สถานีหัวลำโพง,สถานีขนส่งเอกมัย,2001-05-02,11:00-13:00,สงกรานต์,126.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2006-03-01,11:00-13:00,ลอยกระทง,50.0
สยามพารากอน,สถานีหัวลำโพง,2004-04-09,06:00-09:00,สงกรานต์,83.0
ตลาดนัดจตุจักร,สถานีขนส่งเอกมัย,2021-12-21,06:00-09:00,สงกรานต์,72.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2021-04-06,06:00-09:00,ปีใหม่,82.0
เซ็นทรัลเวิลด์,อนุสาวรีย์ชัยสมรภูมิ,2007-08-08,11:00-13:00,ปิดเทอม,10.0
เซ็นทรัลเวิลด์,สยามพารากอน,2002-01-27,06:00-09:00,วันธรรมดา,31.0
สยามพารากอน,สนามบินดอนเมือง,2018-04-02,06:00-09:00,สงกรานต์,76.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2006-09-12,17:00-20:00,สงกรานต์,55.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2010-11-07,06:00-09:00,ลอยกระทง,34.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2010-02-23,17:00-20:00,วันหยุดนักขัตฤกษ์,59.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2022-12-12,17:00-20:00,ลอยกระทง,63.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินดอนเมือง,2000-06-21,17:00-20:00,สงกรานต์,110.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2024-02-15,06:00-09:00,ปิดเทอม,54.0
เซ็นทรัลเวิลด์,สยามพารากอน,2010-01-17,11:00-13:00,วันธรรมดา,11.0
สถานีหัวลำโพง,อนุสาวรีย์ชัยสมรภูมิ,2015-05-11,11:00-13:00,วันธรรมดา,27.0
เซ็นทรัลเวิลด์,สนามบินสุวรรณภูมิ,2011-12-17,06:00-09:00,ปีใหม่,111.0
ตลาดนัดจตุจักร,สถานีขนส่งเอกมัย,2010-11-24,06:00-09:00,ปีใหม่,70.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2001-08-08,06:00-09:00,วันธรรมดา,57.0
สยามพารากอน,สถานีขนส่งหมอชิต,2018-08-15,06:00-09:00,สงกรานต์,75.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2016-06-20,17:00-20:00,ลอยกระทง,49.0
สถานีหัวลำโพง,ศูนย์ราชการแจ้งวัฒนะ,2020-08-20,06:00-09:00,ปีใหม่,65.0
ตลาดนัดจตุจักร,อนุสาวรีย์ชัยสมรภูมิ,2020-05-07,06:00-09:00,ปีใหม่,67.0
เซ็นทรัลเวิลด์,สยามพารากอน,2009-06-16,17:00-20:00,ปิดเทอม,51.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,1999-03-13,11:00-13:00,วันธรรมดา,15.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2020-06-19,06:00-09:00,เปิดเทอม,57.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2004-03-28,17:00-20:00,วันหยุดนักขัตฤกษ์,46.0
สถานีขนส่งหมอชิต,สนามบินดอนเมือง,2020-09-22,11:00-13:00,ปีใหม่,65.0
สถานีขนส่งหมอชิต,สถานีหัวลำโพง,2016-08-02,11:00-13:00,วันหยุดนักขัตฤกษ์,43.0
เซ็นทรัลเวิลด์,สยามพารากอน,2012-08-17,11:00-13:00,ลอยกระทง,43.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2015-06-10,11:00-13:00,ปีใหม่,104.0
ศูนย์ราชการแจ้งวัฒนะ,อนุสาวรีย์ชัยสมรภูมิ,2018-07-21,11:00-13:00,วันธรรมดา,39.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2009-12-18,06:00-09:00,วันหยุดนักขัตฤกษ์,38.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2009-01-25,06:00-09:00,วันหยุดนักขัตฤกษ์,51.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2009-12-06,11:00-13:00,สงกรานต์,129.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2001-07-29,17:00-20:00,ปิดเทอม,59.0
สยามพารากอน,สถานีขนส่งเอกมัย,2022-06-12,06:00-09:00,เปิดเทอม,84.0
สยามพารากอน,สถานีขนส่งหมอชิต,2006-07-27,06:00-09:00,ปีใหม่,65.0
ศูนย์ราชการแจ้งวัฒนะ,สนามบินสุวรรณภูมิ,2015-03-31,11:00-13:00,ปิดเทอม,24.0
เซ็นทรัลเวิลด์,สนามบินสุวรรณภูมิ,2010-05-26,06:00-09:00,ลอยกระทง,37.0
สถานีขนส่งหมอชิต,เซ็นทรัลเวิลด์,2002-12-30,06:00-09:00,สงกรานต์,41.0
เซ็นทรัลเวิลด์,สยามพารากอน,2012-09-22,11:00-13:00,ปิดเทอม,64.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2004-11-09,17:00-20:00,สงกรานต์,61.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2012-03-01,06:00-09:00,เปิดเทอม,75.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2009-01-17,17:00-20:00,สงกรานต์,71.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2002-09-26,17:00-20:00,วันธรรมดา,15.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2004-10-27,17:00-20:00,วันธรรมดา,68.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2001-10-04,06:00-09:00,สงกรานต์,104.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,2015-10-21,11:00-13:00,ปีใหม่,102.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2020-12-07,06:00-09:00,ปิดเทอม,38.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งเอกมัย,2000-04-23,17:00-20:00,ปีใหม่,95.0
ตลาดนัดจตุจักร,สถานีหัวลำโพง,2014-03-06,11:00-13:00,ลอยกระทง,73.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2008-01-20,11:00-13:00,ปิดเทอม,45.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2008-09-04,17:00-20:00,สงกรานต์,42.0
สยามพารากอน,สนามบินดอนเมือง,2013-07-26,11:00-13:00,วันหยุดนักขัตฤกษ์,45.0
ศูนย์ราชการแจ้งวัฒนะ,อนุสาวรีย์ชัยสมรภูมิ,2021-09-24,11:00-13:00,เปิดเทอม,67.0
สถานีขนส่งเอกมัย,สยามพารากอน,2003-01-30,11:00-13:00,วันหยุดนักขัตฤกษ์,45.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีหัวลำโพง,2005-04-09,11:00-13:00,วันหยุดนักขัตฤกษ์,54.0
ตลาดนัดจตุจักร,สนามบินดอนเมือง,2017-02-04,17:00-20:00,ปิดเทอม,41.0
สนามบินสุวรรณภูมิ,เซ็นทรัลเวิลด์,2003-09-14,11:00-13:00,วันธรรมดา,70.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งเอกมัย,2020-05-27,06:00-09:00,ปิดเทอม,54.0
ตลาดนัดจตุจักร,สถานีขนส่งเอกมัย,2009-06-30,06:00-09:00,เปิดเทอม,70.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2008-07-20,11:00-13:00,เปิดเทอม,54.0
สยามพารากอน,สถานีขนส่งหมอชิต,2021-08-15,11:00-13:00,วันธรรมดา,72.0
สถานีขนส่งเอกมัย,เซ็นทรัลเวิลด์,2004-03-09,11:00-13:00,ปีใหม่,88.0
ตลาดนัดจตุจักร,สถานีขนส่งหมอชิต,2020-06-13,17:00-20:00,สงกรานต์,32.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2012-03-17,17:00-20:00,วันธรรมดา,35.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2004-02-19,06:00-09:00,ปิดเทอม,62.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2022-12-02,17:00-20:00,วันหยุดนักขัตฤกษ์,36.0
สนามบินสุวรรณภูมิ,สถานีขนส่งหมอชิต,2009-04-03,17:00-20:00,ลอยกระทง,41.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2020-02-14,06:00-09:00,สงกรานต์,45.0
เซ็นทรัลเวิลด์,สยามพารากอน,2006-11-17,06:00-09:00,สงกรานต์,65.0
สถานีหัวลำโพง,สยามพารากอน,2014-12-06,11:00-13:00,วันหยุดนักขัตฤกษ์,30.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2019-06-09,11:00-13:00,ปีใหม่,94.0
สยามพารากอน,สถานีขนส่งเอกมัย,2021-04-02,17:00-20:00,ลอยกระทง,38.0
สนามบินสุวรรณภูมิ,สยามพารากอน,2018-05-10,11:00-13:00,ปิดเทอม,26.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2005-02-21,11:00-13:00,สงกรานต์,88.0
สถานีขนส่งเอกมัย,สถานีขนส่งหมอชิต,2001-02-13,06:00-09:00,ปีใหม่,84.0
สถานีหัวลำโพง,ศูนย์ราชการแจ้งวัฒนะ,2020-02-12,06:00-09:00,ลอยกระทง,30.0
สถานีขนส่งเอกมัย,สถานีขนส่งหมอชิต,2012-07-25,17:00-20:00,ปิดเทอม,33.0
สยามพารากอน,ตลาดนัดจตุจักร,2000-09-02,17:00-20:00,ลอยกระทง,55.0
สยามพารากอน,สนามบินสุวรรณภูมิ,2023-01-30,11:00-13:00,สงกรานต์,114.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2018-08-28,17:00-20:00,สงกรานต์,92.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2011-02-08,17:00-20:00,ปิดเทอม,58.0
สยามพารากอน,ศูนย์ราชการแจ้งวัฒนะ,2011-05-26,11:00-13:00,สงกรานต์,103.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2014-09-02,17:00-20:00,ลอยกระทง,46.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2012-01-06,11:00-13:00,วันหยุดนักขัตฤกษ์,16.0
สนามบินดอนเมือง,ศูนย์ราชการแจ้งวัฒนะ,2000-08-13,11:00-13:00,ลอยกระทง,33.0
สยามพารากอน,เซ็นทรัลเวิลด์,2019-06-13,11:00-13:00,เปิดเทอม,62.0
ตลาดนัดจตุจักร,สยามพารากอน,2004-11-20,17:00-20:00,ปีใหม่,134.0
สนามบินสุวรรณภูมิ,สถานีขนส่งหมอชิต,2000-01-06,06:00-09:00,ปีใหม่,77.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2001-10-20,11:00-13:00,ปิดเทอม,51.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2008-10-04,17:00-20:00,ปีใหม่,86.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2008-12-11,06:00-09:00,ลอยกระทง,12.0
สถานีหัวลำโพง,สถานีขนส่งเอกมัย,2010-11-19,06:00-09:00,เปิดเทอม,30.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2006-10-16,17:00-20:00,เปิดเทอม,8.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2019-11-03,06:00-09:00,ปีใหม่,32.0
สนามบินดอนเมือง,สถานีหัวลำโพง,2020-02-06,11:00-13:00,ลอยกระทง,11.0
ศูนย์ราชการแจ้งวัฒนะ,สยามพารากอน,2006-12-14,11:00-13:00,วันธรรมดา,23.0
สนามบินดอนเมือง,เซ็นทรัลเวิลด์,2023-09-11,11:00-13:00,วันหยุดนักขัตฤกษ์,58.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2003-02-13,11:00-13:00,เปิดเทอม,64.0
สถานีขนส่งหมอชิต,สยามพารากอน,2017-04-04,17:00-20:00,ปิดเทอม,37.0
สถานีขนส่งหมอชิต,ศูนย์ราชการแจ้งวัฒนะ,2007-09-05,11:00-13:00,วันหยุดนักขัตฤกษ์,22.0
สยามพารากอน,เซ็นทรัลเวิลด์,2007-07-30,17:00-20:00,สงกรานต์,68.0
สนามบินสุวรรณภูมิ,สถานีหัวลำโพง,2015-03-16,17:00-20:00,เปิดเทอม,43.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,1999-10-24,17:00-20:00,ปีใหม่,43.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีหัวลำโพง,2016-11-12,17:00-20:00,สงกรานต์,124.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,2000-04-30,11:00-13:00,วันธรรมดา,34.0
สถานีขนส่งเอกมัย,ศูนย์ราชการแจ้งวัฒนะ,2014-12-04,06:00-09:00,เปิดเทอม,37.0
สถานีขนส่งเอกมัย,สถานีหัวลำโพง,2014-03-01,06:00-09:00,วันหยุดนักขัตฤกษ์,22.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2006-05-13,17:00-20:00,ปิดเทอม,27.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2024-05-15,06:00-09:00,สงกรานต์,122.0
สถานีขนส่งเอกมัย,สยามพารากอน,2013-10-28,11:00-13:00,ลอยกระทง,
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งเอกมัย,2008-10-21,06:00-09:00,ปีใหม่,115.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,2002-10-07,17:00-20:00,ลอยกระทง,53.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2014-07-02,11:00-13:00,วันหยุดนักขัตฤกษ์,53.0
สถานีขนส่งเอกมัย,สนามบินดอนเมือง,2008-02-06,06:00-09:00,ลอยกระทง,30.0
ศูนย์ราชการแจ้งวัฒนะ,เซ็นทรัลเวิลด์,2020-09-09,11:00-13:00,ปีใหม่,57.0
สถานีขนส่งหมอชิต,สถานีหัวลำโพง,2016-01-28,17:00-20:00,วันหยุดนักขัตฤกษ์,39.0
สยามพารากอน,สถานีหัวลำโพง,2012-12-31,11:00-13:00,สงกรานต์,112.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2011-08-23,06:00-09:00,ปิดเทอม,61.0
สถานีหัวลำโพง,สถานีขนส่งหมอชิต,2006-12-06,11:00-13:00,วันธรรมดา,61.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2003-03-31,11:00-13:00,วันธรรมดา,45.0
สถานีหัวลำโพง,สยามพารากอน,2020-02-23,11:00-13:00,ปีใหม่,107.0
เซ็นทรัลเวิลด์,สนามบินสุวรรณภูมิ,2011-08-06,11:00-13:00,ปีใหม่,80.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2016-07-06,17:00-20:00,สงกรานต์,113.0
สถานีขนส่งหมอชิต,สถานีหัวลำโพง,2015-10-26,11:00-13:00,สงกรานต์,112.0
สนามบินสุวรรณภูมิ,สถานีขนส่งเอกมัย,2001-01-16,11:00-13:00,เปิดเทอม,16.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2015-03-03,11:00-13:00,ปีใหม่,105.0
สถานีขนส่งเอกมัย,อนุสาวรีย์ชัยสมรภูมิ,2018-02-14,06:00-09:00,ลอยกระทง,62.0
สนามบินดอนเมือง,สถานีขนส่งเอกมัย,2007-08-23,06:00-09:00,ปิดเทอม,44.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2015-01-07,17:00-20:00,เปิดเทอม,18.0
สนามบินดอนเมือง,สยามพารากอน,2024-02-14,06:00-09:00,วันธรรมดา,52.0
สยามพารากอน,เซ็นทรัลเวิลด์,2012-09-12,06:00-09:00,ลอยกระทง,32.0
สนามบินสุวรรณภูมิ,สยามพารากอน,2022-09-02,06:00-09:00,ปีใหม่,71.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2004-12-25,06:00-09:00,ปีใหม่,82.0
สยามพารากอน,เซ็นทรัลเวิลด์,2011-07-20,11:00-13:00,ปิดเทอม,41.0
สถานีหัวลำโพง,สถานีขนส่งเอกมัย,2019-06-20,11:00-13:00,วันหยุดนักขัตฤกษ์,55.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2007-09-17,11:00-13:00,เปิดเทอม,61.0
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2015-08-18,11:00-13:00,เปิดเทอม,59.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,2020-09-06,06:00-09:00,เปิดเทอม,106.0
สยามพารากอน,เซ็นทรัลเวิลด์,2003-04-01,06:00-09:00,วันหยุดนักขัตฤกษ์,37.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2013-03-20,06:00-09:00,วันหยุดนักขัตฤกษ์,61.0
สนามบินดอนเมือง,ตลาดนัดจตุจักร,2009-06-21,17:00-20:00,สงกรานต์,118.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2021-10-26,06:00-09:00,ปิดเทอม,63.0
เซ็นทรัลเวิลด์,ตลาดนัดจตุจักร,2002-01-12,06:00-09:00,ปิดเทอม,65.0
สนามบินสุวรรณภูมิ,เซ็นทรัลเวิลด์,2003-04-11,11:00-13:00,ลอยกระทง,17.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,2010-04-11,17:00-20:00,วันหยุดนักขัตฤกษ์,47.0
สนามบินสุวรรณภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2014-01-30,06:00-09:00,วันธรรมดา,43.0
สนามบินดอนเมือง,สนามบินสุวรรณภูมิ,2005-06-11,06:00-09:00,สงกรานต์,136.0
ตลาดนัดจตุจักร,เซ็นทรัลเวิลด์,2012-08-29,17:00-20:00,ปีใหม่,104.0
เซ็นทรัลเวิลด์,ศูนย์ราชการแจ้งวัฒนะ,2013-09-17,11:00-13:00,เปิดเทอม,21.0
สยามพารากอน,อนุสาวรีย์ชัยสมรภูมิ,2009-04-27,17:00-20:00,ลอยกระทง,52.0
สยามพารากอน,สถานีขนส่งหมอชิต,2013-08-31,06:00-09:00,วันหยุดนักขัตฤกษ์,12.0
เซ็นทรัลเวิลด์,สถานีหัวลำโพง,2010-10-01,17:00-20:00,ปิดเทอม,51.0
สถานีหัวลำโพง,เซ็นทรัลเวิลด์,2022-05-18,17:00-20:00,ปีใหม่,45.0
สถานีหัวลำโพง,สนามบินสุวรรณภูมิ,2005-04-19,06:00-09:00,เปิดเทอม,78.0
สถานีขนส่งหมอชิต,ตลาดนัดจตุจักร,2010-03-22,06:00-09:00,วันธรรมดา,57.0
สยามพารากอน,อนุสาวรีย์ชัยสมรภูมิ,2010-10-27,06:00-09:00,สงกรานต์,71.0
สยามพารากอน,สนามบินดอนเมือง,2022-04-03,11:00-13:00,เปิดเทอม,37.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2018-04-29,17:00-20:00,ลอยกระทง,70.0
อนุสาวรีย์ชัยสมรภูมิ,ตลาดนัดจตุจักร,2012-01-26,06:00-09:00,ลอยกระทง,56.0
สนามบินสุวรรณภูมิ,สถานีขนส่งเอกมัย,2021-04-11,06:00-09:00,เปิดเทอม,90.0
สถานีขนส่งหมอชิต,สถานีหัวลำโพง,2012-05-15,11:00-13:00,ปีใหม่,134.0
สยามพารากอน,เซ็นทรัลเวิลด์,2005-03-27,17:00-20:00,ปิดเทอม,6.0
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2011-10-27,06:00-09:00,วันธรรมดา,48.0
ศูนย์ราชการแจ้งวัฒนะ,สถานีขนส่งหมอชิต,2011-10-07,17:00-20:00,ลอยกระทง,63.0
อนุสาวรีย์ชัยสมรภูมิ,สถานีขนส่งหมอชิต,2023-10-06,06:00-09:00,เปิดเทอม,117.0
สถานีขนส่งหมอชิต,อนุสาวรีย์ชัยสมรภูมิ,2014-09-13,06:00-09:00,ปีใหม่,55.0
สถานีขนส่งหมอชิต,ศูนย์ราชการแจ้งวัฒนะ,2023-01-09,11:00-13:00,ปิดเทอม,64.0
อนุสาวรีย์ชัยสมรภูมิ,ศูนย์ราชการแจ้งวัฒนะ,2004-10-14,06:00-09:00,ปิดเทอม,26.0
เซ็นทรัลเวิลด์,สนามบินดอนเมือง,2016-03-03,06:00-09:00,เปิดเทอม,71.0
สนามบินสุวรรณภูมิ,สถานีขนส่งหมอชิต,2006-01-04,17:00-20:00,ปีใหม่,117.0
ตลาดนัดจตุจักร,สถานีขนส่งเอกมัย,2008-06-30,11:00-13:00,สงกรานต์,74.0
เซ็นทรัลเวิลด์,สถานีขนส่งเอกมัย,2013-09-21,17:00-20:00,วันธรรมดา,61.0
เซ็นทรัลเวิลด์,สถานีขนส่งหมอชิต,2020-03-23,11:00-13:00,ปิดเทอม,39.0
สถานีหัวลำโพง,สนามบินดอนเมือง,2024-11-04,06:00-09:00,เปิดเทอม,88.0
สถานีขนส่งเอกมัย,สนามบินสุวรรณภูมิ,2011-02-08,17:00-20:00,วันธรรมดา,43.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินดอนเมือง,2008-08-30,06:00-09:00,วันธรรมดา,30.0
อนุสาวรีย์ชัยสมรภูมิ,สยามพารากอน,2013-07-08,06:00-09:00,เปิดเทอม,32.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2005-06-03,06:00-09:00,ลอยกระทง,55.0
อนุสาวรีย์ชัยสมรภูมิ,สนามบินสุวรรณภูมิ,2006-11-13,17:00-20:00,สงกรานต์,70.0
สถานีขนส่งเอกมัย,สถานีขนส่งหมอชิต,2010-12-26,06:00-09:00,ปีใหม่,36.0
ตลาดนัดจตุจักร,ศูนย์ราชการแจ้งวัฒนะ,2007-04-18,11:00-13:00,วันธรรมดา,55.0
สนามบินสุวรรณภูมิ,ตลาดนัดจตุจักร,2018-06-13,17:00-20:00,ปิดเทอม,43.0
สยามพารากอน,เซ็นทรัลเวิลด์,2022-12-28,06:00-09:00,ปีใหม่,87.0
สนามบินดอนเมือง,อนุสาวรีย์ชัยสมรภูมิ,2014-06-24,11:00-13:00,ปิดเทอม,44.0
ศูนย์ราชการแจ้งวัฒนะ,ตลาดนัดจตุจักร,2020-11-26,17:00-20:00,ปีใหม่,78.0
